actual_support_overlap,cuda_event_ms,height,mode,n_gaussians,phase,repeat,requested_support_overlap,seed,support_aabb_visits,width,within_cell_measurement_order,work_scope
4.666259765625,2.0060160160064697,128,cuda,512,representative_fit_step,14,4.0,0,76452,128,0,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.447488009929657,128,cuda_block_reduce,512,exact_forward,0,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.4106239974498749,128,cuda_block_reduce,512,exact_forward,1,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.392192006111145,128,cuda_block_reduce,512,exact_forward,2,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.3983359932899475,128,cuda_block_reduce,512,exact_forward,3,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.4083839952945709,128,cuda_block_reduce,512,exact_forward,4,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.3993600010871887,128,cuda_block_reduce,512,exact_forward,5,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.3831999897956848,128,cuda_block_reduce,512,exact_forward,6,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.3909440040588379,128,cuda_block_reduce,512,exact_forward,7,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.37913599610328674,128,cuda_block_reduce,512,exact_forward,8,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.38604798913002014,128,cuda_block_reduce,512,exact_forward,9,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.38281598687171936,128,cuda_block_reduce,512,exact_forward,10,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.38092800974845886,128,cuda_block_reduce,512,exact_forward,11,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.39020800590515137,128,cuda_block_reduce,512,exact_forward,12,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.38921600580215454,128,cuda_block_reduce,512,exact_forward,13,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.412416011095047,128,cuda_block_reduce,512,exact_forward,14,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
